Skipping chr1:1-9898, already analyzed...
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47132614 stop:47134520 fstout:(null) oldout:0 seed:1614255374 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1906
	-> The choice of -nSites will require atleast: 0.189041 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1788
	-> Sites to keep[chr1] from pop1:	1788
	-> [readdata] lastread:1788 posi:47132728
	-> Comparing positions: 1 with 0 has:1788
	-> Will run optimization on nSites: 1788
------------
startlik=-8175.669545
lik[2]=-195.279481 diff=7.980390e+03 alpha:1.000000 sr2:9.559552e-01
lik[5]=-195.110083 diff=1.693987e-01 alpha:1.257705 sr2:2.119663e-08
	-> Breaking EM(sr2) at iter:6, sqrt(sr2):2.036044e-07
likelihood: -195.110083
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47135021-47136507

47135021-47136507
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47135020 stop:47136507 fstout:(null) oldout:0 seed:1614255399 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1487
	-> The choice of -nSites will require atleast: 0.147484 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1305
	-> Sites to keep[chr1] from pop1:	1305
	-> [readdata] lastread:1305 posi:47135089
	-> Comparing positions: 1 with 0 has:1305
	-> Will run optimization on nSites: 1305
------------
startlik=-6531.906550
lik[2]=-152.339788 diff=6.379567e+03 alpha:1.000000 sr2:8.468736e-01
lik[5]=-148.247136 diff=4.092652e+00 alpha:1.125209 sr2:1.243301e-05
lik[8]=-148.023012 diff=2.241240e-01 alpha:2.314560 sr2:1.810647e-08
lik[11]=-148.012274 diff=1.073713e-02 alpha:2.730200 sr2:6.670303e-11
lik[14]=-148.011307 diff=9.671839e-04 alpha:3.804165 sr2:2.443238e-12
	-> Breaking EM(sr2) at iter:15, sqrt(sr2):8.217745e-07
likelihood: -148.011307
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47137008-47139391

47137008-47139391
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47137007 stop:47139391 fstout:(null) oldout:0 seed:1614255423 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2384
	-> The choice of -nSites will require atleast: 0.236450 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	2356
	-> Sites to keep[chr1] from pop1:	2356
	-> [readdata] lastread:2356 posi:47137025
	-> Comparing positions: 1 with 0 has:2356
	-> Will run optimization on nSites: 2356
------------
startlik=-12416.046872
lik[2]=-224.723577 diff=1.219132e+04 alpha:1.000000 sr2:7.883544e-01
lik[5]=-218.422438 diff=6.301139e+00 alpha:1.093430 sr2:3.311830e-05
lik[8]=-218.336300 diff=8.613790e-02 alpha:1.973342 sr2:1.026825e-08
lik[11]=-218.335573 diff=7.274511e-04 alpha:2.840608 sr2:1.618186e-11
	-> Breaking EM(sr2) at iter:12, sqrt(sr2):3.890487e-07
likelihood: -218.335573
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47139892-47144292

47139892-47144292
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47139891 stop:47144292 fstout:(null) oldout:0 seed:1614255449 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 4401
	-> The choice of -nSites will require atleast: 0.436501 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	4150
	-> Sites to keep[chr1] from pop1:	4150
	-> [readdata] lastread:4150 posi:47139892
	-> Comparing positions: 1 with 0 has:4150
	-> Will run optimization on nSites: 4150
------------
startlik=-16925.534116
lik[2]=-2285.374656 diff=1.464016e+04 alpha:1.000000 sr2:6.981726e-01
lik[5]=-2273.680800 diff=1.169386e+01 alpha:1.151593 sr2:6.481376e-05
lik[8]=-2272.079909 diff=1.600890e+00 alpha:3.702847 sr2:8.143997e-08
lik[11]=-2271.954178 diff=1.257309e-01 alpha:2.723991 sr2:2.148211e-09
lik[14]=-2271.903078 diff=5.110059e-02 alpha:4.000000 sr2:6.421408e-10
lik[17]=-2271.906237 diff=3.158806e-03 alpha:9.952260 sr2:3.513532e-10
lik[20]=-2271.853692 diff=5.254505e-02 alpha:1.635399 sr2:8.339023e-10
lik[23]=-2271.847572 diff=6.119949e-03 alpha:16.000000 sr2:2.885496e-11
lik[26]=-2271.843027 diff=4.544708e-03 alpha:1.532702 sr2:1.517343e-11
lik[29]=-2271.842316 diff=7.112593e-04 alpha:14.534136 sr2:1.324862e-12
lik[32]=-2271.840886 diff=1.429972e-03 alpha:2.190464 sr2:8.580490e-12
	-> Breaking EM(sr2) at iter:33, sqrt(sr2):4.144087e-07
likelihood: -2271.840886
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47144793-47146776

47144793-47146776
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47144792 stop:47146776 fstout:(null) oldout:0 seed:1614255472 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1984
	-> The choice of -nSites will require atleast: 0.196777 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1913
	-> Sites to keep[chr1] from pop1:	1913
	-> [readdata] lastread:1913 posi:47144825
	-> Comparing positions: 1 with 0 has:1913
	-> Will run optimization on nSites: 1913
------------
startlik=-7858.233317
lik[2]=-125.710893 diff=7.732522e+03 alpha:1.000000 sr2:9.307435e-01
lik[5]=-125.398924 diff=3.119689e-01 alpha:1.083439 sr2:4.655123e-07
lik[8]=-125.393809 diff=5.115357e-03 alpha:2.139115 sr2:1.229066e-10
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):1.932457e-07
likelihood: -125.393809
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47147277-47148679

47147277-47148679
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47147276 stop:47148679 fstout:(null) oldout:0 seed:1614255498 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1403
	-> The choice of -nSites will require atleast: 0.139153 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1293
	-> Sites to keep[chr1] from pop1:	1293
	-> [readdata] lastread:1293 posi:47147306
	-> Comparing positions: 1 with 0 has:1293
	-> Will run optimization on nSites: 1293
------------
startlik=-5844.163702
lik[2]=-106.672428 diff=5.737491e+03 alpha:1.000000 sr2:9.387359e-01
lik[5]=-106.623499 diff=4.892884e-02 alpha:1.175691 sr2:1.104354e-07
	-> Breaking EM(sq2) at iter:7, sqrt(sq2):3.296556e-07
likelihood: -106.623499
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47149180-47150278

47149180-47150278
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47149179 stop:47150278 fstout:(null) oldout:0 seed:1614255524 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1099
	-> The choice of -nSites will require atleast: 0.109001 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	543
	-> Sites to keep[chr1] from pop1:	543
	-> [readdata] lastread:543 posi:47149310
	-> Comparing positions: 1 with 0 has:543
	-> Will run optimization on nSites: 543
------------
startlik=-2727.135035
lik[2]=-169.811700 diff=2.557323e+03 alpha:1.000000 sr2:3.991156e-01
lik[5]=-137.325033 diff=3.248667e+01 alpha:1.259095 sr2:7.364380e-03
lik[8]=-136.394284 diff=9.307488e-01 alpha:2.727914 sr2:1.220199e-06
lik[11]=-136.237498 diff=1.567858e-01 alpha:4.000000 sr2:1.145713e-07
lik[14]=-136.166560 diff=7.093765e-02 alpha:6.658798 sr2:4.947933e-08
lik[17]=-136.145285 diff=2.127582e-02 alpha:1.472545 sr2:3.044315e-08
lik[20]=-136.122131 diff=2.315321e-02 alpha:16.000000 sr2:4.207571e-09
lik[23]=-136.116326 diff=5.805052e-03 alpha:1.790904 sr2:1.579198e-09
lik[26]=-136.115825 diff=5.009301e-04 alpha:3.978827 sr2:1.520688e-11
lik[29]=-136.115601 diff=2.240986e-04 alpha:4.155138 sr2:6.736237e-12
lik[32]=-136.115485 diff=1.161197e-04 alpha:3.021476 sr2:3.742604e-12
lik[35]=-136.115372 diff=1.133247e-04 alpha:5.470407 sr2:1.982286e-12
	-> Breaking EM(sq2) at iter:37, sqrt(sq2):8.574104e-07
likelihood: -136.115372
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47150779-47152879

47150779-47152879
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47150778 stop:47152879 fstout:(null) oldout:0 seed:1614255549 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2101
	-> The choice of -nSites will require atleast: 0.208382 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1802
	-> Sites to keep[chr1] from pop1:	1802
	-> [readdata] lastread:1802 posi:47150986
	-> Comparing positions: 1 with 0 has:1802
	-> Will run optimization on nSites: 1802
------------
startlik=-14139.007136
lik[2]=-317.149969 diff=1.382186e+04 alpha:1.000000 sr2:7.635858e-01
lik[5]=-314.296810 diff=2.853159e+00 alpha:1.116695 sr2:2.863581e-05
lik[8]=-314.211705 diff=8.510455e-02 alpha:2.340897 sr2:1.890381e-09
lik[11]=-314.210756 diff=9.490366e-04 alpha:4.000000 sr2:1.296049e-11
lik[14]=-314.210107 diff=6.488792e-04 alpha:4.497385 sr2:1.149401e-11
lik[17]=-314.209218 diff=8.889357e-04 alpha:3.222889 sr2:1.085948e-11
lik[20]=-314.208813 diff=4.048032e-04 alpha:5.706946 sr2:8.350580e-12
lik[23]=-314.208002 diff=8.118576e-04 alpha:2.297213 sr2:9.347924e-12
lik[26]=-314.207770 diff=2.315079e-04 alpha:13.284799 sr2:5.588956e-12
lik[29]=-314.206493 diff=1.276886e-03 alpha:1.404763 sr2:2.362114e-11
lik[32]=-314.205497 diff=9.965100e-04 alpha:16.000000 sr2:2.561892e-12
	-> Breaking EM(sr2) at iter:33, sqrt(sr2):9.988186e-07
likelihood: -314.205497
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47153380-47155401

47153380-47155401
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47153379 stop:47155401 fstout:(null) oldout:0 seed:1614255571 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2022
	-> The choice of -nSites will require atleast: 0.200546 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1839
	-> Sites to keep[chr1] from pop1:	1839
	-> [readdata] lastread:1839 posi:47153471
	-> Comparing positions: 1 with 0 has:1839
	-> Will run optimization on nSites: 1839
------------
startlik=-10505.968766
lik[2]=-284.338196 diff=1.022163e+04 alpha:1.000000 sr2:7.809774e-01
lik[5]=-281.663146 diff=2.675050e+00 alpha:1.080545 sr2:1.416047e-05
lik[8]=-281.627797 diff=3.534919e-02 alpha:2.466916 sr2:2.646322e-09
	-> Breaking EM(sq2) at iter:10, sqrt(sq2):9.323351e-07
likelihood: -281.627797
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47155902-47156691

47155902-47156691
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47155901 stop:47156691 fstout:(null) oldout:0 seed:1614255595 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 790
	-> The choice of -nSites will require atleast: 0.078354 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	658
	-> Sites to keep[chr1] from pop1:	658
	-> [readdata] lastread:658 posi:47155912
	-> Comparing positions: 1 with 0 has:658
	-> Will run optimization on nSites: 658
------------
startlik=-4167.998771
lik[2]=-427.977354 diff=3.740021e+03 alpha:1.000000 sr2:6.447757e-01
lik[5]=-426.170550 diff=1.806804e+00 alpha:1.131859 sr2:6.110013e-05
lik[8]=-425.970791 diff=1.997598e-01 alpha:3.123507 sr2:3.773498e-08
lik[11]=-425.961536 diff=9.254169e-03 alpha:2.830999 sr2:2.154179e-10
lik[14]=-425.960249 diff=1.287411e-03 alpha:2.822823 sr2:7.905230e-12
	-> Breaking EM(sr2) at iter:15, sqrt(sr2):6.335089e-07
likelihood: -425.960249
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47157192-47159516

47157192-47159516
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47157191 stop:47159516 fstout:(null) oldout:0 seed:1614255618 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 2325
	-> The choice of -nSites will require atleast: 0.230598 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	2192
	-> Sites to keep[chr1] from pop1:	2192
	-> [readdata] lastread:2192 posi:47157293
	-> Comparing positions: 1 with 0 has:2192
	-> Will run optimization on nSites: 2192
------------
startlik=-13691.518574
lik[2]=-310.028662 diff=1.338149e+04 alpha:1.000000 sr2:9.009370e-01
lik[5]=-308.482473 diff=1.546189e+00 alpha:1.079583 sr2:1.008947e-06
lik[8]=-308.372170 diff=1.103029e-01 alpha:1.761103 sr2:1.902962e-09
lik[11]=-308.366103 diff=6.066892e-03 alpha:4.000000 sr2:1.598924e-11
	-> Breaking EM(sr2) at iter:12, sqrt(sr2):1.763195e-07
likelihood: -308.366103
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47160017-47161224

47160017-47161224
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47160016 stop:47161224 fstout:(null) oldout:0 seed:1614255642 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1208
	-> The choice of -nSites will require atleast: 0.119812 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1097
	-> Sites to keep[chr1] from pop1:	1097
	-> [readdata] lastread:1097 posi:47160072
	-> Comparing positions: 1 with 0 has:1097
	-> Will run optimization on nSites: 1097
------------
startlik=-11831.350620
lik[2]=-292.754709 diff=1.153860e+04 alpha:1.000000 sr2:8.705757e-01
lik[5]=-292.636881 diff=1.178280e-01 alpha:1.059428 sr2:1.848784e-07
lik[8]=-292.613001 diff=2.387995e-02 alpha:3.150722 sr2:8.406174e-10
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):1.574531e-08
likelihood: -292.613001
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47161725-47162653

